date,daily_return,open,close,volume,market_turn,open_close_return,gap,gap_return,cpi_grate,ipi_grate,un_rate,M1B_grate,new_issue_stock_ratio,shtmrg,cope_senti_score,new_num,chn_senti,booking_senti,pos_ant,neg_ant,pos_jou,neg_jou,sum_ant,sum_jou,std_pos_ant,std_neg_ant,std_pos_jou,std_neg_jou,std_sum_ant,std_sum_jou
2013-01-23,-0.1923,7773.2,7744.18,2817736000.0,0.2714,-0.3733340194514425,14.099999999999454,0.1817221069453861,1.12,20.03,4.16,3.97,0.229,6.91,5.7434047996639785,124.0,-0.6451612903225806,-0.8709677419354839,821.292152478,-241.406583432,2074,-1093,579.885569046,981,0.7946411543183328,-1.0042213024179276,0.8554653827890872,-1.0592404834532667,0.6878620267435629,0.5540202044766497
2013-01-24,-0.6223,7717.04,7695.99,3202135000.0,0.3056,-0.2727729803136978,-27.140000000000327,-0.35045673008634004,1.12,20.03,4.16,3.97,0.229,7.02,5.346718586567796,118.0,-0.6949152542372882,-0.8983050847457628,892.937464001,-280.617635449,2127,-1225,612.319828552,902,0.9965595005666318,-1.3971718291653774,0.9166267954413624,-1.3568940427368623,0.8106149207670725,0.3928561750012124
2013-01-25,-0.3042,7695.25,7672.58,2819972000.0,0.2793,-0.29459731652642956,-0.7399999999997817,-0.009615397109400892,1.12,20.03,4.16,3.97,0.229,7.0,4.53319381352564,130.0,-0.6,-0.9076923076923077,902.035908304,-279.885701357,2020,-1235,622.150206947,785,1.0222016924706234,-1.3898368082414014,0.7931499812188447,-1.379443554803801,0.8478196362657942,0.1541702072970837
2013-01-26,,,,,,,,,1.12,20.03,4.16,3.97,0.229,,6.330582451499662,19.0,-0.5368421052631579,-0.9538461538461538,168.799030001,-37.656522383,380,-135,131.142507618,245,-1.0442835349357509,1.0376441843667152,-1.099391844247778,1.1010027725594955,-1.0104813392601073,-0.9474573359527412
2013-01-27,,,,,,,,,1.12,20.03,4.16,3.97,0.229,,8.849038834430386,12.0,-0.6850877192982456,-0.8935897435897435,143.242542659,-34.488486800000004,252,-131,108.754055859,121,-1.1163095133328946,1.0693924080704509,-1.247102425747612,1.1100225773862715,-1.0952141892767566,-1.200423660698997
2013-01-28,0.5486,7685.67,7714.67,2693968000.0,0.2717,0.3773255942552829,13.090000000000146,0.17060754009733553,1.12,20.03,4.16,3.97,0.229,7.08,5.100425009384385,111.0,-0.6216216216216216,-0.9279279279279279,783.654558464,-226.444983666,1843,-945,557.2095747980001,898,0.6885669314763809,-0.8542847869047678,0.5888939427386056,-0.7255077048625685,0.6020409239590975,0.3846959709771396
2013-01-29,1.132,7744.15,7802.0,3309582000.0,0.3138,0.7470154891111402,29.479999999999563,0.3821291124571701,1.12,20.03,4.16,3.97,0.229,7.06,5.2505516495689655,116.0,-0.603448275862069,-0.9137931034482759,802.109274612,-205.220841439,2030,-896,596.8884331730001,1134,0.7405779519587147,-0.6415886862174767,0.8046898703985192,-0.6150150957345671,0.752212217254053,0.8661480083974334
2013-01-30,0.3971,7832.95,7832.98,3676369000.0,0.3699,0.00038299746583018323,30.949999999999818,0.3966931556011256,1.12,20.03,4.16,3.97,0.229,7.06,6.119381691395664,123.0,-0.5934959349593496,-0.8211382113821138,840.322714418,-196.908975732,2252,-930,643.413738686,1322,0.8482750839281865,-0.5582919665476327,1.060875410187294,-0.6916834367621599,0.9282950378281496,1.249677597528854
2013-01-31,0.2175,7832.87,7850.02,3408160000.0,0.3595,0.21894912082034484,-0.10999999999967258,-0.0014043186628801883,1.12,20.03,4.16,3.97,0.229,5.85,5.686120951210826,117.0,-0.5726495726495726,-0.8974358974358975,823.402808066,-215.348188341,2115,-978,608.0546197250001,1137,0.8005896257084233,-0.7430791103450853,0.9027789284257528,-0.7999210946834674,0.79447252272552,0.872268161415488
2013-02-01,0.0758,7853.75,7855.97,3109050000.0,0.3119,0.028266751551809702,3.7299999999995634,0.04751580250750397,2.96,-8.48,4.24,5.66,0.2469,5.7,6.0032744868421055,114.0,-0.5964912280701754,-0.8947368421052632,877.568843631,-208.683881308,2060,-1031,668.8849623230001,1029,0.953246039528332,-0.6762932725693295,0.8393095379375429,-0.9194335086382444,1.024695154969205,0.6519426527655231
2013-02-02,,,,,,,,,2.96,-8.48,4.24,5.66,0.2469,,7.987245754834095,23.0,-0.6243325705568268,-0.9038901601830663,242.080704611,-36.81236199999999,632,-159,205.268342611,473,-0.8377534182677958,1.0461038723907798,-0.8085866369199799,1.046883943598842,-0.7299396865173756,-0.4823257065805929
2013-02-03,,,,,,,,,2.96,-8.48,4.24,5.66,0.2469,,12.609606960750382,4.0,-0.8121662852784134,-0.9519450800915332,88.38728145199997,-26.288478574999992,129,-74,62.098802876999976,55,-1.2709083752888533,1.1515681566310907,-1.389043062657609,1.238554796167824,-1.2717888178382637,-1.335067027096198
2013-02-04,0.8553,7882.76,7923.16,4052564000.0,0.4388,0.5125108464547904,26.789999999999964,0.3410145405341411,2.96,-8.48,4.24,5.66,0.2469,5.57,5.904340573230593,146.0,-0.547945205479452,-0.9041095890410958,957.171368233,-198.111305216,2446,-1044,759.060063017,1402,1.1775902399114295,-0.5703410185306542,1.2847492602729798,-0.9487478743252652,1.36597794506966,1.4128816780103095
2013-02-05,-0.4571,7896.67,7886.94,3414352000.0,0.3796,-0.12321649505425036,-26.48999999999978,-0.3343363001630635,2.96,-8.48,4.24,5.66,0.2469,5.42,5.680005161443662,142.0,-0.6619718309859155,-0.9154929577464789,977.758382914,-248.88237899,2514,-1162,728.876003924,1352,1.235610728205943,-1.0791394097183575,1.3632205066947665,-1.2148321167151463,1.2517413118467875,1.3108791277093996
2013-02-06,0.2499,7925.26,7906.65,3820401000.0,0.4192,-0.23481879458844987,38.32000000000062,0.48586650843040036,2.96,-8.48,4.24,5.66,0.2469,5.28,6.057361374067164,134.0,-0.5970149253731343,-0.9104477611940298,977.236624772,-243.005774575,2469,-1091,734.230850197,1378,1.2341402545778062,-1.020247472838942,1.3112910053862312,-1.0547305810398788,1.2720076255247723,1.363920453865873
2013-02-07,,,,,,,,,2.96,-8.48,4.24,5.66,0.2469,,6.232706902683988,41.0,-0.578995267564616,-0.8332726610848198,301.906799342,-57.059608441,657,-274,244.847190901,383,-0.6691452308820851,0.8431976573081806,-0.7797369139707936,0.7875645548290428,-0.5801468981598618,-0.6659302971222303
2013-02-08,,,,,,,,,2.96,-8.48,4.24,5.66,0.2469,,6.974991657346896,34.0,-0.6130270455470139,-0.8284010364247628,272.36177327300004,-44.68448505,554,-229,227.67728822300003,325,-0.7524121282812292,0.9672139997656556,-0.8985977725214412,0.8890373591302686,-0.6451292740774193,-0.7842532554712855
2013-02-09,,,,,,,,,2.96,-8.48,4.24,5.66,0.2469,,10.05993255714567,6.0,-0.6398468561068402,-0.5808671848790481,78.896979326,-9.386943850000002,158,-42,69.51003547599998,116,-1.2976549420905548,1.3209455803775807,-1.3555773840365526,1.3107132347820292,-1.2437397652727094,-1.210623915729088
2013-02-10,,,,,,,,,2.96,-8.48,4.24,5.66,0.2469,,11.388013611310932,7.0,-0.8199234280534201,-0.790433592439524,93.55286125900004,-9.036658700000002,276,-55,84.51620255900002,221,-1.2563501954181688,1.324455935931026,-1.219406691716393,1.2813988690950084,-1.1869464095527238,-0.9964185600971778
2013-02-11,,,,,,,,,2.96,-8.48,4.24,5.66,0.2469,,12.52805230472954,9.0,-0.6877394918044879,-0.6729945739975398,143.48405032700003,-22.321648192,282,-63,121.16240213500004,219,-1.1156288710425308,1.1913214406756465,-1.2124827582085884,1.263359259441457,-1.048252722031202,-1.0004986621092142
2013-02-12,,,,,,,,,2.96,-8.48,4.24,5.66,0.2469,,10.663939290698103,10.0,-0.643869745902244,-0.7364972869987699,106.478527117,-23.06644565,239,-91,83.41208146700001,148,-1.2199217255193728,1.183857510523648,-1.262104281681189,1.2002206256540278,-1.1911251409762151,-1.145342283536506
2013-02-13,,,,,,,,,2.96,-8.48,4.24,5.66,0.2469,,8.767166272849051,10.0,-0.421934872951122,-0.868248643499385,91.079159534,-26.503011717,173,-80,64.57614781700002,93,-1.2633218415846204,1.1494182293320951,-1.3382675502670407,1.2250250889276606,-1.2624128904851746,-1.2575450888675066
2013-02-14,,,,,,,,,2.96,-8.48,4.24,5.66,0.2469,,9.897756224682102,11.0,-0.6200583455664701,-0.8432152308406016,123.899174276,-14.619830083,244,-58,109.279344193,186,-1.1708250269337133,1.268504615499226,-1.2563343370913516,1.2746340154749267,-1.0932261474907754,-1.0678203453078146
2013-02-15,,,,,,,,,2.96,-8.48,4.24,5.66,0.2469,,10.587996190674385,10.0,-0.7100291727832351,-0.8216076154203008,112.092728418,-17.09147475,279,-71,95.001253668,208,-1.2040991934079863,1.2437352195286948,-1.2159447249624908,1.2453196497879058,-1.1472639753853562,-1.0229392231754142
2013-02-16,,,,,,,,,2.96,-8.48,4.24,5.66,0.2469,,6.983594509920525,4.0,-0.8550145863916175,-0.9108038077101503,32.998407184,-9.4352045,74,-37,23.563202684000004,37,-1.4270111216515258,1.3204619400041868,-1.452512453145819,1.3219879908154986,-1.4176332588296976,-1.3717879452045254
2013-02-17,,,,,,,,,2.96,-8.48,4.24,5.66,0.2469,,9.603575018710263,10.0,-0.8275072931958087,-0.9554019038550752,125.685071185,-16.152716,273,-64,109.532355185,209,-1.1657918245821617,1.2531429177751316,-1.2228686584702957,1.2611043082347633,-1.0922685849639655,-1.020899172169396
2013-02-18,0.4664,8000.69,7943.53,3677764000.0,0.4221,-0.71443837968975,94.03999999999996,1.1893785610846561,2.96,-8.48,4.24,5.66,0.2469,5.4,6.861605064775911,119.0,-0.6302521008403361,-0.9327731092436975,868.4075605730001,-174.14655819,2106,-806,694.261002383,1300,0.9274267488411796,-0.3301801587007942,0.8923930281640458,-0.4120694871321155,1.1207350339017044,1.2047964753964535
2013-02-19,0.2184,7974.4,7960.88,3457909000.0,0.3771,-0.1695425361155639,30.86999999999989,0.3886181584257867,2.96,-8.48,4.24,5.66,0.2469,5.61,5.775107636915205,114.0,-0.6140350877192983,-0.9122807017543859,796.058417239,-168.750786274,1984,-737,627.307630965,1247,0.7235247898163705,-0.276106847541429,0.7516063801720164,-0.2564778538702359,0.8673387723138591,1.0966737720774893
2013-02-20,0.8569,8021.31,8029.1,4367004000.0,0.4903,0.09711630643872339,60.43000000000029,0.7590869351127048,2.96,-8.48,4.24,5.66,0.2469,5.69,7.436843444519774,118.0,-0.7457627118644068,-0.8983050847457628,997.307397221,-198.884324837,2233,-786,798.4230723840001,1447,1.29070581476142,-0.5780877749075648,1.0389496207459124,-0.3669704629982374,1.5149538548289048,1.504683973281128
2013-02-21,-0.8923,8020.52,7957.46,3567015000.0,0.3784,-0.7862333115558642,-8.579999999999927,-0.1068612920501666,2.96,-8.48,4.24,5.66,0.2469,5.59,5.607778388716814,113.0,-0.6106194690265486,-0.8761061946902655,852.926945404,-221.206670523,1971,-971,631.720274881,1000,0.8837976522906349,-0.8017894366673521,0.7366045242384396,-0.7841364362366101,0.8840391631732228,0.5927811735909955
2013-02-22,-0.1224,7947.88,7947.72,3563790000.0,0.3758,-0.002013115447136274,-9.579999999999927,-0.12039017475425483,2.96,-8.48,4.24,5.66,0.2469,5.52,4.560454518627451,119.0,-0.7478991596638656,-0.8991596638655462,811.0023346170001,-296.071809523,2065,-1312,514.9305250940001,753,0.7656413082499361,-1.552044640029831,0.8450794825273802,-1.5530747977192323,0.442028770551688,0.0888885751045014
2013-02-23,0.4928,7979.15,7986.89,2965323000.0,0.2977,0.0970028135829091,31.42999999999938,0.39545932669997663,2.96,-8.48,4.24,5.66,0.2469,5.53,5.619796212308869,109.0,-0.5412844036697247,-0.926605504587156,773.628477311,-200.1193145,1925,-917,573.509162811,1008,0.6603103759149592,-0.5904641283497807,0.6835210340119368,-0.6623690710751391,0.6637294480833038,0.609101581639141
2013-02-24,,,,,,,,,2.96,-8.48,4.24,5.66,0.2469,,6.364842033006287,9.0,-0.7706422018348624,-0.963302752293578,87.761950351,-22.062744633,191,-99,65.699205718,92,-1.272670749114683,1.193916022678744,-1.3174957497436266,1.1821810160004764,-1.258162489532496,-1.2595851398735247
2013-02-25,-0.4909,7986.87,7947.68,3330313000.0,0.3508,-0.4906803290901141,-0.020000000000436557,-0.0002504103599828789,2.96,-8.48,4.24,5.66,0.2469,5.55,5.7487636789295395,123.0,-0.5121951219512195,-0.8211382113821138,829.59142764,-201.864512532,2078,-897,627.726915108,1181,0.8180310437632639,-0.607953495522477,0.860081338460957,-0.617270046941261,0.8689256234630857,0.9620304056802884
2013-02-26,-0.8402,7891.41,7880.9,3093745000.0,0.3154,-0.13318278989433088,-56.27000000000044,-0.7080053550218482,2.96,-8.48,4.24,5.66,0.2469,5.38,5.693353570370371,117.0,-0.5555555555555556,-0.8632478632478633,933.286063372,-293.392603087,2384,-1355,639.8934602850001,1029,1.1102741636093358,-1.5251951798359316,1.2132019473589977,-1.6500376996070705,0.9149719539016844,0.6519426527655231
2013-02-27,0.2167,7886.03,7897.98,3081490000.0,0.3131,0.15153378823057762,5.130000000000109,0.06509408823865433,2.96,-8.48,4.24,5.66,0.2469,5.43,5.033033743098959,128.0,-0.609375,-0.9375,923.262096149,-268.064710832,2206,-1162,655.197385317,1044,1.0820235657475965,-1.2713736654656989,1.007791919960791,-1.2148321167151463,0.9728922245108932,0.682543417855796
2013-02-28,,,,,,,,,2.96,-8.48,4.24,5.66,0.2469,,5.393291157534328,11.0,-0.6228693181818181,-0.8778409090909092,81.89327241699999,-23.766749941,174,-68,58.12652247599999,106,-1.2892104740165244,1.176839465205388,-1.3371135613490734,1.2520845034079875,-1.2868225791302523,-1.23102442578927
2013-03-01,0.8439,7917.72,7964.63,3337408000.0,0.3448,0.5924685389228194,19.74000000000069,0.24993732574659205,1.35,-0.32,4.17,6.03,0.0096,5.49,4.946742640373333,125.0,-0.648,-0.936,804.841816888,-224.282438016,1984,-984,580.559378872,1000,0.7482790897679398,-0.8326130028395385,0.7516063801720164,-0.8134508019236308,0.6904121730216883,0.5927811735909955
2013-03-02,,,,,,,,,1.35,-0.32,4.17,6.03,0.0096,,5.505456739353333,20.0,-0.724,-0.8680000000000001,126.133866618,-28.495168768,290,-99,97.63869785,191,-1.1645269821282898,1.12945398144059,-1.2032508468648488,1.1821810160004764,-1.1372821256037673,-1.0576200902777235
2013-03-03,,,,,,,,,1.35,-0.32,4.17,6.03,0.0096,,8.457022530787778,6.0,-0.362,-0.7673333333333334,69.53165253399999,-14.961922299999998,158,-43,54.56973023399999,115,-1.3240492902721306,1.265076364790521,-1.3555773840365526,1.3084582835753351,-1.3002838558110137,-1.2126639667351062
2013-03-04,-1.2215,7966.22,7867.34,3543349000.0,0.3718,-1.2412411407166775,1.5900000000001455,0.019963262574660034,1.35,-0.32,4.17,6.03,0.0096,5.38,4.257416743110236,127.0,-0.6062992125984252,-0.8740157480314961,799.619592204,-293.228710948,1902,-1301,506.39088125600006,601,0.7335612673519981,-1.5235527474339163,0.6569792888986853,-1.5282703344455992,0.4097090564280891,-0.221199177810264
2013-03-05,0.8309,7910.44,7932.71,3593008000.0,0.3652,0.2815266913092121,43.099999999999454,0.547834465016123,1.35,-0.32,4.17,6.03,0.0096,5.4,7.106931490884194,213.0,-0.6525821596244131,-0.9530516431924883,1683.029746914,-377.209872915,4098,-1700,1305.819873999,2398,3.2232806042653954,-2.365163470285428,3.191138952755212,-2.4279958659164675,3.43528213625589,3.4447724800044304
2013-03-06,0.2217,7958.11,7950.3,3923678000.0,0.3897,-0.09813887970886921,25.399999999999636,0.32019322526601424,1.35,-0.32,4.17,6.03,0.0096,5.52,7.241324622276423,205.0,-0.6292682926829268,-0.9219512195121952,1627.437127902,-340.602402349,4035,-1545,1286.834725553,2490,3.0666036430533388,-1.998304533790562,3.118437650923262,-2.0784784288789124,3.363429658329538,3.632457172558104
2013-03-07,0.1284,7950.9,7960.51,3629314000.0,0.3685,0.12086682010842272,0.5999999999994543,0.007546885023199808,1.35,-0.32,4.17,6.03,0.0096,5.48,7.438815197769953,213.0,-0.6901408450704225,-0.9248826291079812,1772.110804118,-369.940110949,4058,-1576,1402.170693169,2482,3.474338201340781,-2.292310112700689,3.1449793960365136,-2.148381916286424,3.799937968539202,3.616136764509959
2013-03-08,0.6863,7981.0,8015.14,4161212000.0,0.4476,0.42776594411728264,20.48999999999978,0.2573955688768657,1.35,-0.32,4.17,6.03,0.0096,5.54,6.867827501734539,221.0,-0.4841628959276018,-0.918552036199095,1637.968411391,-363.857634473,3923,-1522,1274.110776918,2401,3.0962840129305533,-2.2313550448760124,2.989190892110908,-2.0266145511249527,3.3152737410327737,3.450892633022485
2013-03-09,,,,,,,,,1.35,-0.32,4.17,6.03,0.0096,,7.3276474550339366,23.0,-0.5681684044855401,-0.9592760180995474,196.958052069,-47.751180174,463,-212,149.206871895,251,-0.964922819669482,0.9364813516381028,-1.0036107640564795,0.927371529644065,-0.9421137234282596,-0.935217029916632
2013-03-10,,,,,,,,,1.35,-0.32,4.17,6.03,0.0096,,7.879811114496135,8.0,-0.6590842022427701,-0.9796380090497737,74.6318854,-16.757589958,144,-47,57.874295442000005,97,-1.3096752780179812,1.247081220162202,-1.371733228888097,1.2994384787485596,-1.2877771746365485,-1.249384884843434
2013-03-11,0.2942,8021.88,8038.72,4284798000.0,0.47,0.209925852792614,6.739999999999782,0.08409085805113549,1.35,-0.32,4.17,6.03,0.0096,5.6,7.691860948059965,189.0,-0.671957671957672,-0.9682539682539683,1503.182041978,-267.873306421,3858,-1374,1235.308735557,2484,2.716414901747356,-1.269455520956553,2.914181612443023,-1.6928817725342544,3.1684209087613437,3.620216866521995
2013-03-12,-0.5475,8039.0,7994.71,4200531000.0,0.447,-0.5509391715387482,0.27999999999974534,0.003483141594678572,1.35,-0.32,4.17,6.03,0.0096,5.5,5.8206519530183725,127.0,-0.6220472440944882,-0.889763779527559,869.402700854,-255.727073547,2295,-1089,613.675627307,1206,0.9302313577618916,-1.1477329871218012,1.1104969336598944,-1.0502206786264912,0.8157461685101861,1.0130316808307434
2013-03-13,0.01,8018.9,7995.51,3736890000.0,0.3689,-0.2916858920799539,24.1899999999996,0.3025750777701705,1.35,-0.32,4.17,6.03,0.0096,5.32,4.556281096626984,126.0,-0.746031746031746,-0.9682539682539683,813.992383583,-269.662501242,2005,-1202,544.329882341,803,0.7740681784746866,-1.2873857985492312,0.7758401474493329,-1.3050301649829026,0.5532955680511863,0.1908911254054112
2013-03-14,-0.5472,8002.42,7951.76,3529811000.0,0.3492,-0.6330584998038075,6.9099999999998545,0.08642350519228735,1.35,-0.32,4.17,6.03,0.0096,5.13,4.676380070507247,115.0,-0.6347826086956522,-0.9130434782608695,809.273374476,-251.138832141,1884,-1181,558.1345423349999,703,0.7607685710815326,-1.1017522805457451,0.6362074883752712,-1.2576761896423303,0.6055416187113091,-0.0131139751964082
2013-03-15,-0.3052,7989.67,7927.49,4000121000.0,0.4127,-0.7782549216676069,37.909999999999854,0.4767498013018483,1.35,-0.32,4.17,6.03,0.0096,5.22,5.076041747330729,128.0,-0.796875,-0.96875,938.449695772,-285.28474254,2250,-1257,653.1649532319999,993,1.1248268550929563,-1.4439428821072908,1.058567432351359,-1.4290524813510674,0.9652001444652908,0.5785008165488681
